headline,source,datetime,headline,sentiment,score,date
Most big cryptocurrencies rise as Avalanche  rallies,MarketWatch,2025-05-22 10:00:00,Most big cryptocurrencies rise as Avalanche  rallies,negative,0.515193521976471,2025-05-27
2 Stocks Down 46% and 14% to Buy Right Now,Yahoo,2025-05-22 09:55:00,2 Stocks Down 46% and 14% to Buy Right Now,negative,0.9613758325576782,2025-05-27
AMD Is Poised For A Sharp Rebound To $175,SeekingAlpha,2025-05-22 09:29:03,AMD Is Poised For A Sharp Rebound To $175,positive,0.9298234581947327,2025-05-27
2 Nasdaq-100 Stocks I'd Buy Without Hesitation Right Now,Yahoo,2025-05-22 08:00:00,2 Nasdaq-100 Stocks I'd Buy Without Hesitation Right Now,neutral,0.8957237601280212,2025-05-27
Artisan Global Opportunities Fund Q1 2025 Commentary,SeekingAlpha,2025-05-22 07:40:00,Artisan Global Opportunities Fund Q1 2025 Commentary,neutral,0.9372619390487671,2025-05-27
"Advanced Micro Devices, Inc. (AMD) Gets $130 Target from BofA, Is It the Next Big AI Winner?",Yahoo,2025-05-21 23:55:49,"Advanced Micro Devices, Inc. (AMD) Gets $130 Target from BofA, Is It the Next Big AI Winner?",neutral,0.7007913589477539,2025-05-27
AMD: Inference Explosion Incoming,SeekingAlpha,2025-05-21 22:55:15,AMD: Inference Explosion Incoming,neutral,0.7490398287773132,2025-05-27
"AMD’s stock is worth a fresh look, Bank of America says",MarketWatch,2025-05-21 17:40:00,"AMD’s stock is worth a fresh look, Bank of America says",neutral,0.6707586646080017,2025-05-27
"Advanced Micro Devices (NasdaqGS:AMD) Unveils New AI PCs, Graphics Cards, and Processors",Yahoo,2025-05-21 17:35:45,"Advanced Micro Devices (NasdaqGS:AMD) Unveils New AI PCs, Graphics Cards, and Processors",neutral,0.7619618773460388,2025-05-27
AMD Aims To Kick Rival Intel While It's Down,DowJones,2025-05-21 16:22:03,AMD Aims To Kick Rival Intel While It's Down,positive,0.4727779030799866,2025-05-27
Nvidia CEO Jensen Huang Calls US Curbs on Advanced Chip Exports to China ‘Failure’,Yahoo,2025-05-21 16:19:26,Nvidia CEO Jensen Huang Calls US Curbs on Advanced Chip Exports to China ‘Failure’,negative,0.9558414816856384,2025-05-27
This Bear Call Spread May Be Best For A Stalling AMD Stock,Yahoo,2025-05-21 13:55:49,This Bear Call Spread May Be Best For A Stalling AMD Stock,negative,0.6131234765052795,2025-05-27
Nvidia CEO Jensen Huang Does It Again,SeekingAlpha,2025-05-21 12:54:33,Nvidia CEO Jensen Huang Does It Again,neutral,0.9369184970855713,2025-05-27
Top Analysts Ride the AMD AI Wave Post $3 Billion ZT Systems Deal,Yahoo,2025-05-21 12:09:07,Top Analysts Ride the AMD AI Wave Post $3 Billion ZT Systems Deal,positive,0.5844627022743225,2025-05-27
Latest News In AI Chips - Astera Labs and NVIDIA Boost AI Infrastructure Connectivity,Yahoo,2025-05-21 11:40:45,Latest News In AI Chips - Astera Labs and NVIDIA Boost AI Infrastructure Connectivity,positive,0.8292319178581238,2025-05-27
Asus and Amd Jointly Unveil Full 2025 Expert P-Series Lineup At Amd Press Conference,Finnhub,2025-05-21 11:37:21,Asus and Amd Jointly Unveil Full 2025 Expert P-Series Lineup At Amd Press Conference,neutral,0.8300380706787109,2025-05-27
"Large cryptocurrencies climb on Cardano, Ethereum increases",MarketWatch,2025-05-21 10:00:00,"Large cryptocurrencies climb on Cardano, Ethereum increases",positive,0.49601876735687256,2025-05-27
AMD's Runner-Up Position Remains A Viable Rebound Story,SeekingAlpha,2025-05-21 09:45:00,AMD's Runner-Up Position Remains A Viable Rebound Story,positive,0.9459102153778076,2025-05-27
AMD Advanced Micro Devices : Meeting Transcript (2025 05 14 AMD 2025 Annual Stakeholder Meeting call),Finnhub,2025-05-21 09:25:09,AMD Advanced Micro Devices : Meeting Transcript (2025 05 14 AMD 2025 Annual Stakeholder Meeting call),neutral,0.9424200654029846,2025-05-27
Where Will Nvidia Be in 3 Years?,Yahoo,2025-05-21 09:15:00,Where Will Nvidia Be in 3 Years?,neutral,0.9371435642242432,2025-05-27
AMD Falls Short On Closing The Data Center Growth Gap (Rating Downgrade),SeekingAlpha,2025-05-21 09:14:22,AMD Falls Short On Closing The Data Center Growth Gap (Rating Downgrade),negative,0.9448748230934143,2025-05-27
Advanced Micro Devices (AMD) Makes $3B Move — Here’s Why Citi Still Rates It ‘Neutral,Yahoo,2025-05-21 06:52:58,Advanced Micro Devices (AMD) Makes $3B Move — Here’s Why Citi Still Rates It ‘Neutral,neutral,0.8584953546524048,2025-05-27
Asus and Amd Jointly Unveil Full 2025 Expert P Series Lineup At Amd Keynote,Finnhub,2025-05-21 03:05:51,Asus and Amd Jointly Unveil Full 2025 Expert P Series Lineup At Amd Keynote,neutral,0.6572136878967285,2025-05-27
"Advanced Micro Devices, Inc. Introduces New Radeon Graphics Cards and Ryzen Threadripper Processors at COMPUTEX 2025",Finnhub,2025-05-21 03:05:45,"Advanced Micro Devices, Inc. Introduces New Radeon Graphics Cards and Ryzen Threadripper Processors at COMPUTEX 2025",neutral,0.7946121096611023,2025-05-27
AMD Introduces New Radeon Graphics Cards and Ryzen Threadripper Processors at COMPUTEX 2025,Yahoo,2025-05-21 03:00:00,AMD Introduces New Radeon Graphics Cards and Ryzen Threadripper Processors at COMPUTEX 2025,neutral,0.8244802355766296,2025-05-27
"Tesla and xAI Plan to Keep Buying Chips From Nvidia and AMD, Musk Says",Yahoo,2025-05-20 22:31:02,"Tesla and xAI Plan to Keep Buying Chips From Nvidia and AMD, Musk Says",neutral,0.8563168048858643,2025-05-27
The Hidden Headwinds for AMD: Why Truist Just Lowered Its Price Target,Yahoo,2025-05-20 19:55:52,The Hidden Headwinds for AMD: Why Truist Just Lowered Its Price Target,neutral,0.5243028402328491,2025-05-27
"AMD Sells ZT Fab Unit, Bolsters AI Talent to Challenge Nvidia",Yahoo,2025-05-20 19:36:47,"AMD Sells ZT Fab Unit, Bolsters AI Talent to Challenge Nvidia",positive,0.9431710839271545,2025-05-27
"Wells Fargo Backs Advanced Micro Devices Inc. (AMD) After ZT Sale, Eyes AI Future",Yahoo,2025-05-20 19:00:44,"Wells Fargo Backs Advanced Micro Devices Inc. (AMD) After ZT Sale, Eyes AI Future",neutral,0.7983950972557068,2025-05-27
"Mizuho Raises Advanced Micro Devices (AMD) Target to $135, Reiterates Outperform",Yahoo,2025-05-20 17:34:48,"Mizuho Raises Advanced Micro Devices (AMD) Target to $135, Reiterates Outperform",positive,0.8782007694244385,2025-05-27
"Advanced Micro Devices, Inc. (AMD): A Bull Case Theory",Yahoo,2025-05-20 16:28:07,"Advanced Micro Devices, Inc. (AMD): A Bull Case Theory",neutral,0.9240841865539551,2025-05-27
Do You Really Understand Huawei's Threat To Nvidia? (Rating Downgrade),SeekingAlpha,2025-05-20 16:01:57,Do You Really Understand Huawei's Threat To Nvidia? (Rating Downgrade),neutral,0.7220320701599121,2025-05-27
Is Intel Stock a Buy Now?,Yahoo,2025-05-20 14:15:00,Is Intel Stock a Buy Now?,neutral,0.9119611382484436,2025-05-27
"This Artificial Intelligence (AI) Chipmaker Just Got a Game-Changing Boost From Amazon, and Nvidia Investors Should Be Paying Close Attention",Yahoo,2025-05-20 13:45:00,"This Artificial Intelligence (AI) Chipmaker Just Got a Game-Changing Boost From Amazon, and Nvidia Investors Should Be Paying Close Attention",positive,0.6913197636604309,2025-05-27
Sanmina to acquire ZT Systems’ data center business from AMD,Yahoo,2025-05-20 12:01:00,Sanmina to acquire ZT Systems’ data center business from AMD,neutral,0.9236003756523132,2025-05-27
AMD to offload ZT Systems server-manufacturing for $3bn,Yahoo,2025-05-20 10:17:32,AMD to offload ZT Systems server-manufacturing for $3bn,neutral,0.9118856191635132,2025-05-27
"Most big cryptocurrencies decline on XRP, Dogecoin drops",MarketWatch,2025-05-20 10:00:00,"Most big cryptocurrencies decline on XRP, Dogecoin drops",negative,0.9683201909065247,2025-05-27
AMD's Growth Is Just Kicking Off,SeekingAlpha,2025-05-20 10:00:00,AMD's Growth Is Just Kicking Off,positive,0.8446820378303528,2025-05-27
Sanmina: Becoming An AI Play With And For AMD,SeekingAlpha,2025-05-20 09:49:26,Sanmina: Becoming An AI Play With And For AMD,neutral,0.8603461980819702,2025-05-27
"AMD spends $1.6 billion to keep 1,200 engineers in Nvidia fight",Yahoo,2025-05-20 09:40:42,"AMD spends $1.6 billion to keep 1,200 engineers in Nvidia fight",neutral,0.881301760673523,2025-05-27
"Qualcomm: Cheap P/E Says Buy, Chart Breakdown Says Sell (Rating Downgrade)",SeekingAlpha,2025-05-20 09:30:00,"Qualcomm: Cheap P/E Says Buy, Chart Breakdown Says Sell (Rating Downgrade)",neutral,0.9036639928817749,2025-05-27
Advanced Micro Devices (NasdaqGS:AMD) Engages In Merger Talks With Sanmina Corporation,Yahoo,2025-05-20 05:22:50,Advanced Micro Devices (NasdaqGS:AMD) Engages In Merger Talks With Sanmina Corporation,neutral,0.7945149540901184,2025-05-27
6 Billion Reasons To Buy This Artificial Intelligence (AI) Semiconductor Stock Hand Over Fist (Hint: It's Not Nvidia),Yahoo,2025-05-20 00:13:00,6 Billion Reasons To Buy This Artificial Intelligence (AI) Semiconductor Stock Hand Over Fist (Hint: It's Not Nvidia),neutral,0.9289296269416809,2025-05-27
