headline,source,datetime,headline,sentiment,score,date
"China's vice premier meet with Citigroup, Carlyle executives",Finnhub,2025-05-23 05:12:20,"China's vice premier meet with Citigroup, Carlyle executives",neutral,0.9187049865722656,2025-05-28
Big Banks Explore Venturing Into Crypto World Together With Joint Stablecoin,Yahoo,2025-05-23 03:16:00,Big Banks Explore Venturing Into Crypto World Together With Joint Stablecoin,positive,0.7351973652839661,2025-05-28
"Jiangsu Hengrui, Mirxes debuts cap strong week for Hong Kong listings",Finnhub,2025-05-23 01:01:33,"Jiangsu Hengrui, Mirxes debuts cap strong week for Hong Kong listings",positive,0.8524294495582581,2025-05-28
Ryan Reynolds’ MNTN Shares Rise 65% After $187 Million IPO,Yahoo,2025-05-22 20:10:15,Ryan Reynolds’ MNTN Shares Rise 65% After $187 Million IPO,positive,0.9278013110160828,2025-05-28
"Citigroup Introduces AI Tools, Enhances Banking Operations in Hong Kong",Yahoo,2025-05-22 15:34:00,"Citigroup Introduces AI Tools, Enhances Banking Operations in Hong Kong",positive,0.8990499377250671,2025-05-28
"Higher Bond Yields 'Overhang' for Equities, Chronert Says",Finnhub,2025-05-22 10:09:48,"Higher Bond Yields 'Overhang' for Equities, Chronert Says",positive,0.61529141664505,2025-05-28
Citi launches AI tools for Hong Kong employees,Yahoo,2025-05-22 04:42:12,Citi launches AI tools for Hong Kong employees,neutral,0.8799468278884888,2025-05-28
Citigroup Rolls Out AI Tools To Employees In Hong Kong,Finnhub,2025-05-22 04:28:23,Citigroup Rolls Out AI Tools To Employees In Hong Kong,neutral,0.8763951659202576,2025-05-28
"Citigroup: Time To Buy The Turnaround (Technical Analysis, Rating Upgrade)",SeekingAlpha,2025-05-22 02:30:11,"Citigroup: Time To Buy The Turnaround (Technical Analysis, Rating Upgrade)",neutral,0.8109470009803772,2025-05-28
G-7 Finance Ministers Aim to Avoid Public Spats With US Despite Trade Turmoil,Yahoo,2025-05-21 17:46:24,G-7 Finance Ministers Aim to Avoid Public Spats With US Despite Trade Turmoil,neutral,0.5852221250534058,2025-05-28
Microsoft Build Conference: Analysts weigh in,Yahoo,2025-05-21 16:54:10,Microsoft Build Conference: Analysts weigh in,neutral,0.591049313545227,2025-05-28
Citigroup Inc. stock underperforms Wednesday when compared to competitors,MarketWatch,2025-05-21 16:36:00,Citigroup Inc. stock underperforms Wednesday when compared to competitors,negative,0.9449194073677063,2025-05-28
"Bank ETFs, Bank of America post big drops as Treasury yields jump",MarketWatch,2025-05-21 15:45:39,"Bank ETFs, Bank of America post big drops as Treasury yields jump",negative,0.9486803412437439,2025-05-28
I Sold These Big Bank Stocks Hand Over Fist,SeekingAlpha,2025-05-21 15:35:00,I Sold These Big Bank Stocks Hand Over Fist,neutral,0.9177893996238708,2025-05-28
Dollar Hits One-Month Low as G-7 Stirs Fresh FX Policy Watch,Yahoo,2025-05-21 15:07:28,Dollar Hits One-Month Low as G-7 Stirs Fresh FX Policy Watch,negative,0.9040790796279907,2025-05-28
The $34.5 Billion-Dollar Deal That Started With a Love Letter,Yahoo,2025-05-21 13:24:28,The $34.5 Billion-Dollar Deal That Started With a Love Letter,neutral,0.8402345776557922,2025-05-28
"Forget About Dividend Yield, Do This Instead",SeekingAlpha,2025-05-21 09:00:00,"Forget About Dividend Yield, Do This Instead",neutral,0.9142321348190308,2025-05-28
Fintech Airwallex valued at over $6 billion in latest funding round,Finnhub,2025-05-21 06:41:15,Fintech Airwallex valued at over $6 billion in latest funding round,neutral,0.5448335409164429,2025-05-28
Citigroup Says Paul Buys Will Succeed Existing Head Of Research For Australia And New Zealand,Finnhub,2025-05-21 04:21:31,Citigroup Says Paul Buys Will Succeed Existing Head Of Research For Australia And New Zealand,neutral,0.9333624243736267,2025-05-28
