headline,source,datetime,headline,sentiment,score,date
What Makes Amazon.com (AMZN) an Incredible Long-Term Bet?,Yahoo,2025-05-23 16:56:46,What Makes Amazon.com (AMZN) an Incredible Long-Term Bet?,neutral,0.9047829508781433,2025-05-27
Big Tech's spending drove Nvidia's rise,Yahoo,2025-05-23 15:40:27,Big Tech's spending drove Nvidia's rise,neutral,0.6810046434402466,2025-05-27
3 Reasons to Buy Amazon Stock Like There's No Tomorrow,Yahoo,2025-05-23 15:19:00,3 Reasons to Buy Amazon Stock Like There's No Tomorrow,neutral,0.9338985085487366,2025-05-27
Trump threatens Apple with tariffs. He has been making such threats since 2016.,Yahoo,2025-05-23 15:18:49,Trump threatens Apple with tariffs. He has been making such threats since 2016.,negative,0.8472142219543457,2025-05-27
"Amazon.com, Inc. (AMZN)-Backed Anthropic Launches Claude 4, Its Most Advanced AI Yet",Yahoo,2025-05-23 15:10:37,"Amazon.com, Inc. (AMZN)-Backed Anthropic Launches Claude 4, Its Most Advanced AI Yet",neutral,0.5426462888717651,2025-05-27
Anthropic's New AI Models Could Be Positive Sign For Amazon's Challenge To Nvidia. Here's Why.,Yahoo,2025-05-23 14:56:09,Anthropic's New AI Models Could Be Positive Sign For Amazon's Challenge To Nvidia. Here's Why.,neutral,0.664436399936676,2025-05-27
"UPS: The Near 7% Yield Is Worth A Look, Shares Near Key Support",SeekingAlpha,2025-05-23 14:50:14,"UPS: The Near 7% Yield Is Worth A Look, Shares Near Key Support",positive,0.846131443977356,2025-05-27
1 Growth Stock Down 56% to Buy Right Now,Yahoo,2025-05-23 13:00:00,1 Growth Stock Down 56% to Buy Right Now,negative,0.9451109170913696,2025-05-27
Why Goldman Sachs' tech chief envisions a future of humans managing AI agents,Yahoo,2025-05-23 12:35:17,Why Goldman Sachs' tech chief envisions a future of humans managing AI agents,neutral,0.916223406791687,2025-05-27
"EXG: 9% Yield, International Exposure",SeekingAlpha,2025-05-23 11:48:43,"EXG: 9% Yield, International Exposure",neutral,0.944611132144928,2025-05-27
Steadfast and Strong: Invest in These 2 Durable American Giants,Yahoo,2025-05-23 11:30:14,Steadfast and Strong: Invest in These 2 Durable American Giants,neutral,0.6721814274787903,2025-05-27
3 Top Buffett Stocks to Buy and Hold for the Long Haul,Yahoo,2025-05-23 11:30:00,3 Top Buffett Stocks to Buy and Hold for the Long Haul,neutral,0.8664920926094055,2025-05-27
Q1 2025 Pershing Square Holdings Ltd Earnings Call,Yahoo,2025-05-23 11:04:19,Q1 2025 Pershing Square Holdings Ltd Earnings Call,neutral,0.7751606106758118,2025-05-27
"Anthropic's New AI Models Are Likely A Positive Signal For Amazon's AI Chip Push, Says Analyst",DowJones,2025-05-23 10:56:09,"Anthropic's New AI Models Are Likely A Positive Signal For Amazon's AI Chip Push, Says Analyst",positive,0.9360139966011047,2025-05-27
Dow Jones Tumbles 300 Points On Trump Tariff Comments; Apple Sells Off,DowJones,2025-05-23 10:02:30,Dow Jones Tumbles 300 Points On Trump Tariff Comments; Apple Sells Off,negative,0.917293906211853,2025-05-27
Big Tech ETF slumps as Apple falls after Trump says company faces potential tariff,MarketWatch,2025-05-23 09:57:03,Big Tech ETF slumps as Apple falls after Trump says company faces potential tariff,negative,0.9422678351402283,2025-05-27
"Despite Headwinds, LiveRamp's Core Is Strong",SeekingAlpha,2025-05-23 09:21:08,"Despite Headwinds, LiveRamp's Core Is Strong",positive,0.8497424125671387,2025-05-27
‘Tariff Man’ Is in a Bad Mood Ahead of the Memorial Day Weekend,MarketWatch,2025-05-23 08:45:00,‘Tariff Man’ Is in a Bad Mood Ahead of the Memorial Day Weekend,negative,0.8757907152175903,2025-05-27
Thinking of Buying Amazon Stock? The Company's Biggest Moneymaker Might Surprise You.,Yahoo,2025-05-23 08:35:00,Thinking of Buying Amazon Stock? The Company's Biggest Moneymaker Might Surprise You.,neutral,0.9115824699401855,2025-05-27
U.S. Deficits And Debt: Sustainable For How Long?,SeekingAlpha,2025-05-23 08:30:00,U.S. Deficits And Debt: Sustainable For How Long?,neutral,0.7409852743148804,2025-05-27
Investing for the Long Term: 1 Unstoppable Vanguard ETF to Buy and Hold Forever,Yahoo,2025-05-23 08:14:00,Investing for the Long Term: 1 Unstoppable Vanguard ETF to Buy and Hold Forever,neutral,0.8347134590148926,2025-05-27
3 No-Brainer Artificial Intelligence (AI) Growth Stocks to Buy With $250 Right Now,Yahoo,2025-05-23 08:10:00,3 No-Brainer Artificial Intelligence (AI) Growth Stocks to Buy With $250 Right Now,neutral,0.9161622524261475,2025-05-27
My 2 Favorite Stocks to Buy Right Now,Yahoo,2025-05-23 07:25:00,My 2 Favorite Stocks to Buy Right Now,neutral,0.9244529604911804,2025-05-27
Amazon: AWS Is At Risk Of Getting Dethroned (Technical Analysis),SeekingAlpha,2025-05-23 07:21:53,Amazon: AWS Is At Risk Of Getting Dethroned (Technical Analysis),negative,0.5276890993118286,2025-05-27
Pershing Square Holdings Ltd (LSE:PSH) Q1 2025 Earnings Call Highlights: Strategic Moves and ...,Yahoo,2025-05-23 07:04:33,Pershing Square Holdings Ltd (LSE:PSH) Q1 2025 Earnings Call Highlights: Strategic Moves and ...,neutral,0.7356951236724854,2025-05-27
"Amazon.com, Inc. (AMZN) Shareholders Overwhelmingly Reject Proposal to Permanently Split CEO and Chair Roles",Yahoo,2025-05-23 05:31:01,"Amazon.com, Inc. (AMZN) Shareholders Overwhelmingly Reject Proposal to Permanently Split CEO and Chair Roles",negative,0.641385555267334,2025-05-27
Amazon And Apple: Post-Earnings Updates To The Outlook,SeekingAlpha,2025-05-23 02:50:00,Amazon And Apple: Post-Earnings Updates To The Outlook,neutral,0.9289137125015259,2025-05-27
"Ackman’s Pershing Square Takes New Position in Amazon.com, Inc. (AMZN)",Yahoo,2025-05-23 00:39:15,"Ackman’s Pershing Square Takes New Position in Amazon.com, Inc. (AMZN)",neutral,0.907669186592102,2025-05-27
"Amazon.com, Inc. (AMZN) CEO Jassy Says Trump Tariffs Haven’t Slowed Consumer Spending",Yahoo,2025-05-22 23:02:58,"Amazon.com, Inc. (AMZN) CEO Jassy Says Trump Tariffs Haven’t Slowed Consumer Spending",negative,0.6925917267799377,2025-05-27
"Ackman's hedge fund Pershing Square bets on Amazon, exits Canadian Pacific",Yahoo,2025-05-22 21:35:31,"Ackman's hedge fund Pershing Square bets on Amazon, exits Canadian Pacific",neutral,0.897575318813324,2025-05-27
"Nike to sell to Amazon.com for first time in six years, The Information says",Yahoo,2025-05-22 21:30:18,"Nike to sell to Amazon.com for first time in six years, The Information says",neutral,0.7945089340209961,2025-05-27
Why a Veteran Investor Is Very Bullish on Amazon.com (AMZN) and Uber Technologies (UBER),Yahoo,2025-05-22 21:11:27,Why a Veteran Investor Is Very Bullish on Amazon.com (AMZN) and Uber Technologies (UBER),neutral,0.9046088457107544,2025-05-27
Target’s troubles leave analysts most negative since 2018,Yahoo,2025-05-22 20:44:53,Target’s troubles leave analysts most negative since 2018,negative,0.9701143503189087,2025-05-27
Tracking Bill Ackman's Pershing Square 13F Portfolio - Q1 2025 Update,SeekingAlpha,2025-05-22 20:09:28,Tracking Bill Ackman's Pershing Square 13F Portfolio - Q1 2025 Update,neutral,0.9465306401252747,2025-05-27
Magnificent Seven Shareholder Meetings On Tap: Taking Stock of the Economy,Yahoo,2025-05-22 19:08:57,Magnificent Seven Shareholder Meetings On Tap: Taking Stock of the Economy,neutral,0.9332654476165771,2025-05-27
Nike to start selling its products directly on Amazon's US website again,Yahoo,2025-05-22 18:53:21,Nike to start selling its products directly on Amazon's US website again,neutral,0.88975989818573,2025-05-27
Amazon: Tariffs Will Strengthen The E-Commerce Empire,SeekingAlpha,2025-05-22 18:35:03,Amazon: Tariffs Will Strengthen The E-Commerce Empire,positive,0.8546577095985413,2025-05-27
Lazard U.S. Equity Concentrated Portfolio Q1 2025 Commentary,SeekingAlpha,2025-05-22 18:30:00,Lazard U.S. Equity Concentrated Portfolio Q1 2025 Commentary,neutral,0.9498716592788696,2025-05-27
Amazon Com says Shareholder Proposal To Separate CEO And Chair Roles Not Approved - SEC Filing,Finnhub,2025-05-22 17:59:44,Amazon Com says Shareholder Proposal To Separate CEO And Chair Roles Not Approved - SEC Filing,neutral,0.8435131311416626,2025-05-27
ArcticCollagen Joins Amazon.com (NasdaqGS:AMZN) Offering Flavored Natural Collagen Peptides,Yahoo,2025-05-22 17:17:37,ArcticCollagen Joins Amazon.com (NasdaqGS:AMZN) Offering Flavored Natural Collagen Peptides,neutral,0.8497441411018372,2025-05-27
AWS Says Opus 4 And Sonnet 4 Ai Models Are Now Generally Available In Amazon Bedrock - Blog,Finnhub,2025-05-22 16:28:10,AWS Says Opus 4 And Sonnet 4 Ai Models Are Now Generally Available In Amazon Bedrock - Blog,neutral,0.9184145331382751,2025-05-27
"Dow up 225 points on gains in Nike, Amazon.com Inc. stocks",MarketWatch,2025-05-22 15:28:00,"Dow up 225 points on gains in Nike, Amazon.com Inc. stocks",positive,0.8959212899208069,2025-05-27
Sam Altman and Jony Ive Are Planning a Device for the AI Era. It Won’t Be Easy.,MarketWatch,2025-05-22 14:29:00,Sam Altman and Jony Ive Are Planning a Device for the AI Era. It Won’t Be Easy.,neutral,0.8981285691261292,2025-05-27
"Ackman's hedge fund Pershing Square made Amazon investment, executive says",Finnhub,2025-05-22 14:14:07,"Ackman's hedge fund Pershing Square made Amazon investment, executive says",neutral,0.8090254068374634,2025-05-27
Consumer Stocks Have Taken It on the Chin. Buy These 8.,MarketWatch,2025-05-22 14:00:00,Consumer Stocks Have Taken It on the Chin. Buy These 8.,neutral,0.8925722241401672,2025-05-27
"Amazon tests AI audio summaries for products, expanding tech giant's AI push (May 21)",Finnhub,2025-05-22 13:57:12,"Amazon tests AI audio summaries for products, expanding tech giant's AI push (May 21)",neutral,0.9046998023986816,2025-05-27
Nike to Resume Selling on Amazon for First Time Since 2019. The Stock Rises.,MarketWatch,2025-05-22 13:28:00,Nike to Resume Selling on Amazon for First Time Since 2019. The Stock Rises.,positive,0.8169542551040649,2025-05-27
Startup Anthropic says its new AI model can code for hours at a time,Finnhub,2025-05-22 12:49:07,Startup Anthropic says its new AI model can code for hours at a time,neutral,0.8981438875198364,2025-05-27
"Nike, Goldman Sachs share gains lead Dow's 100-point climb",MarketWatch,2025-05-22 12:11:00,"Nike, Goldman Sachs share gains lead Dow's 100-point climb",positive,0.7223332524299622,2025-05-27
Marvell’s stock is already down almost 50% this year. Here’s why it was just downgraded.,MarketWatch,2025-05-22 10:40:00,Marvell’s stock is already down almost 50% this year. Here’s why it was just downgraded.,negative,0.9489015936851501,2025-05-27
IBM Rides the AI Wave to New Highs. Wall Street Is Having Second Thoughts.,MarketWatch,2025-05-22 10:31:00,IBM Rides the AI Wave to New Highs. Wall Street Is Having Second Thoughts.,neutral,0.6787688136100769,2025-05-27
Amazon com : Grubhub+ is free with Prime and saves the average member $300 a year—here’s how it’s making food delivery more convenient and affordable,Finnhub,2025-05-22 10:30:09,Amazon com : Grubhub+ is free with Prime and saves the average member $300 a year—here’s how it’s making food delivery more convenient and affordable,neutral,0.8254886865615845,2025-05-27
"Trending tickers: Snowflake, Nike, Zoom, Bitcoin, EasyJet",Yahoo,2025-05-22 09:01:01,"Trending tickers: Snowflake, Nike, Zoom, Bitcoin, EasyJet",neutral,0.9450712203979492,2025-05-27
Could Buying Nu Holdings Stock Today Set You Up for Life?,Yahoo,2025-05-22 09:00:00,Could Buying Nu Holdings Stock Today Set You Up for Life?,neutral,0.8876640200614929,2025-05-27
Andy Jassy continually explaining Amazon’s AI bets is something other CEOs can learn from,Yahoo,2025-05-22 08:58:47,Andy Jassy continually explaining Amazon’s AI bets is something other CEOs can learn from,neutral,0.9214909672737122,2025-05-27
Amazon com : Technology Innovation Institute and AI71 Collaborate with Amazon Web Services to Scale AI Innovations in the UAE and Beyond,Finnhub,2025-05-22 08:58:07,Amazon com : Technology Innovation Institute and AI71 Collaborate with Amazon Web Services to Scale AI Innovations in the UAE and Beyond,positive,0.6807303428649902,2025-05-27
Prediction: Amazon Could Surge by 100% in the Next 5 Years,Yahoo,2025-05-22 08:50:00,Prediction: Amazon Could Surge by 100% in the Next 5 Years,positive,0.9421958327293396,2025-05-27
BNY Mellon Appreciation Fund Q1 2025 Commentary,SeekingAlpha,2025-05-22 08:40:00,BNY Mellon Appreciation Fund Q1 2025 Commentary,neutral,0.9383388757705688,2025-05-27
"2 Reasons Amazon Is the Best AI Stock of the ""Magnificent Seven""",Yahoo,2025-05-22 07:12:00,"2 Reasons Amazon Is the Best AI Stock of the ""Magnificent Seven""",neutral,0.7771967649459839,2025-05-27
AMZY: Collecting Income Where It Isn't Usually Possible,SeekingAlpha,2025-05-22 06:58:06,AMZY: Collecting Income Where It Isn't Usually Possible,neutral,0.9078351259231567,2025-05-27
"Wall Street Breakfast Podcast: Talk Of Taking Fannie, Freddie Public Resurfaces",SeekingAlpha,2025-05-22 06:35:24,"Wall Street Breakfast Podcast: Talk Of Taking Fannie, Freddie Public Resurfaces",neutral,0.8868016600608826,2025-05-27
The world's 10 best cities to live in revealed,Yahoo,2025-05-22 05:00:20,The world's 10 best cities to live in revealed,neutral,0.5235046148300171,2025-05-27
Magnificent 7 Shareholder Meetings On Tap: Taking Stock Of The Economy,SeekingAlpha,2025-05-22 01:40:00,Magnificent 7 Shareholder Meetings On Tap: Taking Stock Of The Economy,neutral,0.9345110058784485,2025-05-27
Walmart Earnings Summary: Tariffs Not As Critical As Long-Term Flywheel Improvements,SeekingAlpha,2025-05-21 23:35:00,Walmart Earnings Summary: Tariffs Not As Critical As Long-Term Flywheel Improvements,neutral,0.7350797057151794,2025-05-27
Nike Returns to Amazon with Strategic Price Hikes,Yahoo,2025-05-21 22:23:26,Nike Returns to Amazon with Strategic Price Hikes,positive,0.8806422352790833,2025-05-27
Tracking Jeremy Grantham's GMO Capital Portfolio - Q1 2025 Update,SeekingAlpha,2025-05-21 22:14:39,Tracking Jeremy Grantham's GMO Capital Portfolio - Q1 2025 Update,neutral,0.9440021514892578,2025-05-27
"Nike set to raise prices next week, plans to sell on Amazon again",Yahoo,2025-05-21 21:38:31,"Nike set to raise prices next week, plans to sell on Amazon again",neutral,0.6730144023895264,2025-05-27
Saks Fifth Avenue Brand Heads to Costco: Sources,Yahoo,2025-05-21 20:54:40,Saks Fifth Avenue Brand Heads to Costco: Sources,neutral,0.9383791089057922,2025-05-27
Trump's playbook if he wants companies to take on tariff costs,Yahoo,2025-05-21 20:14:38,Trump's playbook if he wants companies to take on tariff costs,neutral,0.8963619470596313,2025-05-27
"Andy Jassy makes  the case for Amazon’s extraordinary AI spending, promising shareholders they will end up ‘very happy’",Yahoo,2025-05-21 19:54:34,"Andy Jassy makes  the case for Amazon’s extraordinary AI spending, promising shareholders they will end up ‘very happy’",positive,0.8525121808052063,2025-05-27
Sector Update: Consumer Stocks Decline Late Afternoon,Yahoo,2025-05-21 19:51:54,Sector Update: Consumer Stocks Decline Late Afternoon,negative,0.9715571403503418,2025-05-27
Nike to Sell Products on Amazon Following Five-Year Absence,DowJones,2025-05-21 18:59:00,Nike to Sell Products on Amazon Following Five-Year Absence,neutral,0.8277432918548584,2025-05-27
DEI boycott 'played a role' in Target's Q1 sales slump as foot traffic declined,Yahoo,2025-05-21 18:31:35,DEI boycott 'played a role' in Target's Q1 sales slump as foot traffic declined,negative,0.8864481449127197,2025-05-27
Market Chatter: Amazon Investors Again Reject Proposals Calling For More Disclosures,Yahoo,2025-05-21 18:09:56,Market Chatter: Amazon Investors Again Reject Proposals Calling For More Disclosures,negative,0.9595329165458679,2025-05-27
"Amazon CEO says customer demand, prices steady despite tariffs",Yahoo,2025-05-21 17:23:20,"Amazon CEO says customer demand, prices steady despite tariffs",positive,0.9092152118682861,2025-05-27
Robinhood Gold seen as Amazon Prime of ebrokers - Mizuho,Yahoo,2025-05-21 17:22:50,Robinhood Gold seen as Amazon Prime of ebrokers - Mizuho,neutral,0.8688217997550964,2025-05-27
Amazon.com (NasdaqGS:AMZN) Launches New Partnerships Enhancing Product Reach And Employee Rewards,Yahoo,2025-05-21 17:22:10,Amazon.com (NasdaqGS:AMZN) Launches New Partnerships Enhancing Product Reach And Employee Rewards,positive,0.9359466433525085,2025-05-27
"Amazon tests AI audio summaries for products, expanding tech giants' AI Push",Yahoo,2025-05-21 17:16:12,"Amazon tests AI audio summaries for products, expanding tech giants' AI Push",neutral,0.5866144299507141,2025-05-27
Nebius: Don't Let Greed Kick In - Sell The +90% Rally,SeekingAlpha,2025-05-21 16:56:14,Nebius: Don't Let Greed Kick In - Sell The +90% Rally,neutral,0.900031328201294,2025-05-27
Amazon investors again reject all shareholder proposals,Yahoo,2025-05-21 16:50:45,Amazon investors again reject all shareholder proposals,neutral,0.5215763449668884,2025-05-27
Amazon rolls out short-form AI-powered audio product summaries for select items,Yahoo,2025-05-21 16:04:27,Amazon rolls out short-form AI-powered audio product summaries for select items,neutral,0.9520686268806458,2025-05-27
Magnite price target raised to $24 from $20 at Craig-Hallum,Yahoo,2025-05-21 15:45:20,Magnite price target raised to $24 from $20 at Craig-Hallum,positive,0.9477837085723877,2025-05-27
ArcticCollagen to Bring Renewed Rejuvenation to Amazon.com,Finnhub,2025-05-21 15:35:36,ArcticCollagen to Bring Renewed Rejuvenation to Amazon.com,neutral,0.6520717144012451,2025-05-27
Market Madness In 2025: It's All About Getting Over One Big Hurdle,SeekingAlpha,2025-05-21 15:30:51,Market Madness In 2025: It's All About Getting Over One Big Hurdle,neutral,0.89610755443573,2025-05-27
Nordstrom Stock Just Delisted. Macy’s and Dillard’s Are the Department Stores Left Standing.,MarketWatch,2025-05-21 15:22:00,Nordstrom Stock Just Delisted. Macy’s and Dillard’s Are the Department Stores Left Standing.,neutral,0.5031713843345642,2025-05-27
2 No-Brainer Warren Buffett Stocks to Buy Right Now,Yahoo,2025-05-21 15:17:00,2 No-Brainer Warren Buffett Stocks to Buy Right Now,neutral,0.905351996421814,2025-05-27
Prominent Investor Is Prepared to Buy META and AMZN Stock on Any Weakness,Yahoo,2025-05-21 14:46:17,Prominent Investor Is Prepared to Buy META and AMZN Stock on Any Weakness,neutral,0.8675428032875061,2025-05-27
Amazon vs. Oracle: Which Cloud Computing Stock is a Better Bet?,Yahoo,2025-05-21 13:42:00,Amazon vs. Oracle: Which Cloud Computing Stock is a Better Bet?,neutral,0.9132558107376099,2025-05-27
This Beaten-Down Dividend Stock Yields 6.5%. Here's Why It's Worth Doubling Up on in May.,Yahoo,2025-05-21 12:45:00,This Beaten-Down Dividend Stock Yields 6.5%. Here's Why It's Worth Doubling Up on in May.,neutral,0.8849650025367737,2025-05-27
"Big Tech ETF climbs, outperforming S&P 500 as Alphabet shares jump",MarketWatch,2025-05-21 12:25:58,"Big Tech ETF climbs, outperforming S&P 500 as Alphabet shares jump",positive,0.6383722424507141,2025-05-27
Amazon's Quiet Repricing,SeekingAlpha,2025-05-21 12:01:15,Amazon's Quiet Repricing,neutral,0.8688331842422485,2025-05-27
"Have $1,000? 2 Warren Buffett Stocks to Buy Now and Hold Forever.",Yahoo,2025-05-21 12:00:00,"Have $1,000? 2 Warren Buffett Stocks to Buy Now and Hold Forever.",neutral,0.9315940737724304,2025-05-27
Amazon Started Testing New Short-Form Audio Product Summaries On Select Product Detail Pages,Finnhub,2025-05-21 11:39:27,Amazon Started Testing New Short-Form Audio Product Summaries On Select Product Detail Pages,neutral,0.884925127029419,2025-05-27
Home Depot: Dodges The President's Ire But Not The U.S. Consumer,SeekingAlpha,2025-05-21 10:55:20,Home Depot: Dodges The President's Ire But Not The U.S. Consumer,negative,0.7406819462776184,2025-05-27
"Target badly misses on earnings, slashes guidance as it battles DEI backlash and reinvigorated Walmart",Yahoo,2025-05-21 10:30:38,"Target badly misses on earnings, slashes guidance as it battles DEI backlash and reinvigorated Walmart",negative,0.969429612159729,2025-05-27
"Prediction: This Artificial Intelligence Stock Will Be More Valuable Than Nvidia, Apple, and Microsoft in 5 Years",Yahoo,2025-05-21 10:30:00,"Prediction: This Artificial Intelligence Stock Will Be More Valuable Than Nvidia, Apple, and Microsoft in 5 Years",positive,0.7665191888809204,2025-05-27
"Dow's 365-point drop led by losses for shares of UnitedHealth, Amazon.com Inc.",MarketWatch,2025-05-21 09:45:00,"Dow's 365-point drop led by losses for shares of UnitedHealth, Amazon.com Inc.",negative,0.9718180298805237,2025-05-27
Harding Loevner Global Equity Q1 2025 Report,SeekingAlpha,2025-05-21 09:15:00,Harding Loevner Global Equity Q1 2025 Report,neutral,0.9348517656326294,2025-05-27
"Dow Jones Futures Fall, Yields Jump, Palo Alto Skids; Elon Musk Makes These Tesla Claims",DowJones,2025-05-21 08:03:35,"Dow Jones Futures Fall, Yields Jump, Palo Alto Skids; Elon Musk Makes These Tesla Claims",negative,0.7301618456840515,2025-05-27
Tesla Stock vs. Amazon Stock: Billionaires Buy One and Sell the Other,Yahoo,2025-05-21 08:01:00,Tesla Stock vs. Amazon Stock: Billionaires Buy One and Sell the Other,neutral,0.9349435567855835,2025-05-27
What Trump could do if he's serious about trying to make companies 'eat' tariff price hikes,Yahoo,2025-05-21 08:00:06,What Trump could do if he's serious about trying to make companies 'eat' tariff price hikes,neutral,0.8613102436065674,2025-05-27
German e-commerce grows to 92 billion (+4%) by 2025,Finnhub,2025-05-21 05:01:10,German e-commerce grows to 92 billion (+4%) by 2025,positive,0.8812718391418457,2025-05-27
The Evolution Of Marketplace Convenience,SeekingAlpha,2025-05-21 03:50:00,The Evolution Of Marketplace Convenience,neutral,0.9132803678512573,2025-05-27
